player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_epa,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_positive_epa_percent,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_epa,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_positive_epa_percent,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_epa,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_positive_epa_percent,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_epa,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_positive_epa_percent,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Teddy Veal,26490,WR,LA TECH,1,1,100.0,1,1,4.0,4.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,-0.67,0,,,,52.2,71.2,76.5,22.6,,60.4,75.8,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,208,84.9,79.0,60.4,53.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,63.6,73.6,76.7,43.6,,,75.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,4.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,-0.67,0,,,,60.3,74.6,80.6,9.6,,60.4,79.7,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,3,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,55.5,69.0,69.7,82.2,,,69.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Janarvis Pough,25696,WR,BOWL GREEN,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,54.4,77.7,,,52.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,122,68.6,60.6,60.0,,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,-0.84,0,,,,64.6,68.3,63.8,81.9,,60.0,63.7,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,56.4,66.7,57.5,81.4,,,56.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,2,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,-0.84,0,,,,76.3,65.9,67.3,78.7,,60.0,67.1,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Tony Nicholson,25653,WR,BAYLOR,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,84.2,24.5,60.0,81.0,,,60.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,118,48.2,57.7,58.0,71.8,0.0,1,1,34.0,5.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.88,0,,,,59.5,28.9,54.9,82.6,,58.0,54.8,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.0,35.0,57.7,82.6,,,58.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,34.0,5.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.88,0,,,,58.9,18.5,55.5,81.1,,58.0,55.5,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Omar Bayless,25522,WR,ARK STATE,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,38.0,66.7,55.2,81.7,,,56.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1,113,36.0,61.7,60.0,57.5,,0,0,,6.4,0,0,,,0,1,,1,100.0,0,-0.99,0,,,,36.9,29.3,64.4,31.3,,60.0,64.8,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,31.4,71.3,62.9,31.1,,,63.6,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,3,,0,0,,6.4,0,0,,,0,1,,1,100.0,0,-0.99,0,,,,53.4,16.2,57.8,81.7,,60.0,57.9,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Kwamie Lassiter II,23226,WR,KANSAS,1,1,,0,0,,3.5,0,0,,,0,1,,1,100.0,0,-1.86,0,,,,,60.3,54.2,68.7,,60.0,56.9,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,198,60.3,51.6,60.0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,52.7,71.0,,,53.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,52.1,70.6,,,53.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,3.5,0,0,,,0,1,,1,100.0,0,-1.86,0,,,,,60.3,55.2,69.3,,60.0,57.6,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jaron Johnson,22635,WR,E MICHIGAN,1,1,100.0,1,1,27.0,3.6,0,1,100.0,100.0,1,0,0.0,1,100.0,0,4.16,1,,,,37.6,66.9,68.5,78.2,,87.7,62.6,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,43,43.0,1,160,29.1,60.3,87.7,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,58.8,24.1,56.1,81.8,,,55.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,27.0,3.6,0,1,100.0,100.0,1,0,0.0,1,100.0,0,4.16,1,,,,53.7,26.7,60.7,81.5,,87.7,57.0,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,43,43.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,39.5,64.1,59.7,78.8,,,59.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Cole Kmet,60995,TE,NOTRE DAME,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,64.2,71.4,,,66.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,258,65.0,65.6,49.9,,0.0,1,1,30.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,-0.7,0,,,,16.4,60.3,36.0,72.4,,49.9,31.7,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,30.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,-0.7,0,,,,66.7,62.4,50.0,73.4,,49.9,53.2,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,24.5,61.0,50.8,69.6,,,35.9,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Matthew Wilcox Jr.,61178,WR,BOWL GREEN,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,12.8,64.1,51.1,77.8,,,51.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,122,74.6,48.9,73.1,,100.0,1,1,18.0,3.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.58,1,,,,66.1,68.6,48.3,24.1,,73.1,47.9,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,100.0,1,1,18.0,3.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.58,1,,,,28.1,68.6,47.4,19.6,,73.1,47.0,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,64.1,52.7,78.2,,,52.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Wesley Kennedy III,61277,WR,GA SOUTHRN,1,1,0.0,1,1,30.0,2.7,0,0,0.0,0.0,0,0,,1,100.0,0,-0.95,0,,,,16.8,60.3,38.8,68.7,,49.9,45.7,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,174,28.5,55.2,49.9,66.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.9,65.0,53.6,73.2,,,54.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,30.0,2.7,0,0,0.0,0.0,0,0,,1,100.0,0,-0.95,0,,,,74.9,65.3,50.3,71.0,,49.9,54.8,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,16.8,,45.0,71.9,,,46.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Cody White,61448,WR,MICH STATE,2,1,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,66.1,22.0,56.0,81.0,,76.2,55.3,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,0,223,53.8,71.3,76.2,69.7,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0.17,0,,,,87.7,71.1,79.3,20.0,,,78.4,,64.3,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,78.9,29.6,62.3,28.1,,76.2,62.2,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,1,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0.17,0,,,,80.9,68.0,82.4,80.1,,,80.2,,64.3,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Reggie Todd,61462,WR,MISS STATE,1,1,0.0,1,1,40.0,5.2,0,0,0.0,0.0,0,0,,1,100.0,0,-5.76,0,,,,76.3,14.9,55.6,79.0,,37.1,60.2,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,227,35.8,52.6,37.1,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,44.3,67.5,49.8,81.3,,,50.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,40.0,5.2,0,0,0.0,0.0,0,0,,1,100.0,0,-5.76,0,,,,44.3,67.6,46.6,81.5,,37.1,50.1,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,76.3,13.7,62.8,78.6,,,62.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Daiyan Henley,61500,WR,NEVADA,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,25.7,65.0,61.7,76.9,,,61.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,239,73.7,59.3,58.4,59.2,0.0,1,1,28.0,4.2,0,0,0.0,0.0,0,0,,1,100.0,0,-0.95,0,,,,74.9,65.3,56.5,78.6,,58.4,54.3,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,28.0,4.2,0,0,0.0,0.0,0,0,,1,100.0,0,-0.95,0,,,,41.2,67.3,60.7,79.1,,58.4,58.8,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,53.3,75.8,,,53.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
CeeDee Lamb,61570,WR,OKLAHOMA,1,1,100.0,1,1,9.0,4.8,0,0,0.0,100.0,1,1,0.0,1,100.0,0,2.3,1,,,,57.3,69.3,76.6,79.6,,71.9,74.9,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0,261,81.4,75.0,71.9,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,72.7,71.9,70.7,82.3,,,71.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,72.0,73.1,77.8,82.6,,,78.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,2,100.0,1,1,9.0,4.8,0,0,0.0,100.0,1,1,0.0,1,100.0,0,2.3,1,,,,45.9,65.3,61.5,79.1,,71.9,59.9,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0
Hunter Hayek,61608,WR,RUTGERS,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,11.2,61.0,44.0,77.3,,,45.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,278,75.8,52.9,60.4,,100.0,1,1,-8.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-2.58,0,,,,56.8,66.9,59.5,78.7,,60.4,59.2,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-8,-8.0,100.0,1,1,-8.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-2.58,0,,,,41.9,67.3,56.0,79.2,,60.4,55.9,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-8,-8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,16.4,,48.9,76.5,,,49.6,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Pressley Harvin III,62973,P,GA TECH,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,176,9.1,47.8,57.7,60.0,0.0,1,1,15.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,-1.22,0,,,,,60.3,58.5,70.3,,57.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.1,0,0,0.0,0.0,0,0,,1,100.0,0,-1.22,0,,,,,60.3,58.5,70.3,,57.7,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Chris Murray,47874,WR,ARK STATE,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,68.7,69.0,75.5,0.7,,,73.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,113,75.5,66.0,60.0,63.2,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,-1.8,0,,,,54.2,72.4,59.9,83.0,,60.0,59.2,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,60.5,73.2,68.3,40.3,,,66.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,4,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,-1.8,0,,,,53.4,66.4,58.5,80.5,,60.0,58.5,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Trenard Davis,40351,WR,ILLINOIS,1,1,100.0,1,1,7.0,2.8,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0.77,1,,,,74.9,65.3,71.3,77.6,,71.9,68.1,,,,,0,0,1,100.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,0,187,68.6,66.0,71.9,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,79.3,67.1,62.1,0.0,,,64.1,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,78.5,66.7,64.0,0.0,,,66.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1,100.0,1,1,7.0,2.8,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0.77,1,,,,76.3,65.9,66.7,78.1,,71.9,64.4,,,,,0,0,1,100.0,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Jack Lowary,40337,QB,MISSOURI,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,229,60.3,52.2,,56.2,,0,0,,3.9,0,0,,,0,1,,1,100.0,0,-3.34,0,,,,,60.3,51.7,63.6,,,,,56.2,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,3.9,0,0,,,0,1,,1,100.0,0,-3.34,0,,,,,60.3,51.7,63.6,,,,,56.2,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Tavien Feaster,40616,HB,CLEMSON,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,76.3,65.7,50.5,77.7,,,57.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,140,62.3,62.2,50.8,68.7,0.0,1,1,29.0,3.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.84,0,,,,38.4,66.9,54.1,0.0,,50.8,45.6,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,64.9,68.2,57.8,2.9,,,51.9,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1,0.0,1,1,29.0,3.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.84,0,,,,24.9,62.4,41.0,76.9,,50.8,43.9,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chase Mummau,40672,QB,VA TECH,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,337,60.3,74.5,89.3,,100.0,1,1,8.0,2.5,0,1,100.0,100.0,1,1,0.0,1,100.0,0,4.67,1,,,,,60.3,74.5,70.3,,89.3,,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,8.0,2.5,0,1,100.0,100.0,1,1,0.0,1,100.0,0,4.67,1,,,,,60.3,74.5,70.3,,89.3,,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0
Jeremy Larkin,40895,HB,NWESTERN,1,1,100.0,1,1,16.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.7,1,,,,73.1,64.6,70.0,76.7,,72.6,67.9,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,0,256,71.5,74.8,72.6,74.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,79.3,17.6,58.3,77.1,,,55.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,16.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.7,1,,,,80.9,20.4,65.0,77.7,,72.6,62.8,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,59.5,76.0,,,54.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Trishton Jackson,41247,WR,MICH STATE,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.9,65.0,49.8,78.6,,,51.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,223,69.3,54.3,60.4,57.5,100.0,1,1,-5.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-0.95,0,,,,41.2,67.3,58.2,80.0,,60.4,57.9,,,,,0,0,1,0.0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,100.0,1,1,-5.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-0.95,0,,,,49.5,68.3,53.0,80.6,,60.4,53.8,,,,,0,0,1,0.0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,57.8,77.5,,,57.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Justin Rankin,40220,HB,KENT STATE,1,1,100.0,1,1,7.0,1.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1.9,1,,,,62.9,68.0,69.4,80.3,,71.9,71.1,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0,0,201,78.7,74.8,71.9,69.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,81.4,72.0,71.5,82.6,,,77.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,84.2,72.8,77.5,82.1,,,85.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,7.0,1.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1.9,1,,,,39.5,64.6,58.2,81.1,,71.9,56.0,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0
Jared Sparks,40215,WR,PURDUE,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,22.0,64.1,49.8,75.6,,,50.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,273,77.8,56.5,,63.7,,0,0,,5.6,0,0,,,0,1,,1,100.0,0,-0.33,0,,,,84.2,69.5,55.4,80.6,,,56.5,,57.3,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,69.9,69.2,53.6,80.3,,,54.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,5.6,0,0,,,0,1,,1,100.0,0,-0.33,0,,,,45.9,65.3,55.3,76.6,,,56.4,,57.3,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Anthony Johnson,41706,WR,BUFFALO,3,1,,0,0,,5.2,0,0,0.0,,0,1,,1,100.0,0,-0.94,0,,,,77.2,71.0,84.6,81.8,,75.9,83.4,,57.3,,,0,0,2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,126,57.1,90.9,88.0,50.4,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,67.5,47.7,91.4,83.5,,74.6,90.8,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.5,50.5,91.1,84.2,,,90.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,5,,0,0,,5.2,0,0,0.0,,0,1,,1,100.0,0,-0.94,0,,,,84.2,69.6,85.5,80.7,,88.0,83.1,,57.3,,,0,0,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
