canonical_name,join_name,draft_season,colleges,pff_player_id,final_grades_grades_pass,final_grades_grades_offense,final_grades_accuracy_percent,final_grades_btt_rate,final_grades_twp_rate,final_grades_ypa,final_grades_avg_depth_of_target,final_grades_avg_time_to_throw,final_grades_completion_percent,final_grades_sack_percent,final_grades_pressure_to_sack_rate,final_grades_positive_epa_percent,final_grades_epa,final_grades_dropbacks,final_grades_qb_rating,career_grades_grades_pass,career_grades_grades_offense,career_grades_accuracy_percent,career_grades_btt_rate,career_grades_twp_rate,career_grades_ypa,career_grades_avg_depth_of_target,career_grades_avg_time_to_throw,career_grades_completion_percent,career_grades_sack_percent,career_grades_pressure_to_sack_rate,career_grades_positive_epa_percent,career_grades_epa,career_grades_dropbacks,career_grades_qb_rating,final_pressure_pressure_accuracy_percent,final_pressure_pressure_grades_pass,final_pressure_pressure_twp_rate,final_pressure_pressure_sack_percent,final_pressure_no_pressure_accuracy_percent,final_pressure_no_pressure_grades_pass,final_pressure_blitz_accuracy_percent,final_pressure_blitz_grades_pass,final_depth_deep_attempts_percent,final_depth_deep_accuracy_percent,final_depth_deep_btt_rate,final_depth_deep_ypa,final_depth_medium_accuracy_percent,final_depth_short_accuracy_percent,final_average_ppa_pass,career_average_ppa_pass,combine_height,combine_weight,combine_forty,combine_vertical,combine_broad,combine_three_cone,combine_short_shuttle,combine_ras_score,combine_bmi,cfbd_ppa_pass_delta,college_seasons_count,college_career_dropbacks_total,college_seasons_150plus_dropbacks,traj_delta_grades_grades_pass,traj_delta_grades_ypa,traj_delta_grades_twp_rate,traj_delta_grades_accuracy_percent,pick,round,log_pick,day
LaBaron Anthony,labaron anthony,2018,Georgia Southern,46561.0,28.7,28.8,20.0,0.0,8.3,0.7,12.7,2.63,10.0,9.1,20.0,9.1,-0.64,11.0,39.6,28.50714285714286,29.485714285714288,15.714285714285714,0.0,6.521428571428572,0.5499999999999999,12.55,2.6878571428571427,7.857142857142857,21.442857142857147,30.00714285714286,7.15,-1.512142857142857,9.285714285714286,31.11428571428572,0.0,37.4,0.0,20.0,33.3,29.9,33.3,55.0,20.0,0.0,0.0,0.0,50.0,16.7,,-0.857,,,,,,,,,,,2,14.0,0.0,0.8999999999999986,0.7,8.3,20.0,,,,
Kenny Potter,kenny potter,2017,San Jose State,46562.0,71.9,75.1,67.7,5.8,3.9,7.4,10.3,3.13,59.4,10.8,28.4,41.4,-0.02,389.0,86.1,74.97818930041153,80.13703703703703,71.2445816186557,5.053772290809327,3.247050754458162,7.4,8.854183813443074,3.0553772290809325,63.13113854595337,10.147050754458164,27.000823045267488,44.24499314128944,0.073278463648834,366.14677640603566,91.0437585733882,62.2,53.3,4.4,28.4,69.7,80.9,64.6,66.1,16.2,48.0,31.6,15.9,57.6,71.7,0.162,0.2485,,,,,,,,,,-0.0865,2,729.0,2.0,-6.599999999999994,0.0,1.4,-7.599999999999994,,,,
Montell Cozart,montell cozart,2018,Boise State;Kansas,46563.0,74.3,79.0,75.6,6.9,0.8,7.8,8.7,2.9,62.9,7.9,28.6,44.9,0.08,127.0,116.9,52.9755980861244,51.55757575757576,70.53397129186604,3.553269537480064,3.9030303030303033,6.324401913875598,8.720414673046252,2.7574162679425838,58.20015948963317,5.766666666666667,18.13237639553429,38.61355661881978,-0.2015311004784689,164.0079744816587,78.58803827751196,66.7,44.2,2.6,28.6,77.0,84.2,75.0,65.6,14.4,50.0,41.2,18.1,57.1,79.5,0.312,0.12225,,,,,,,,,,0.18975,4,627.0,2.0,25.5,2.0999999999999996,-4.7,5.099999999999994,,,,
Jeff George Jr.,jeff george jr,2019,Illinois;Pittsburgh,46564.0,45.9,47.9,0.0,0.0,0.0,0.0,5.5,3.0,0.0,0.0,,0.0,-1.22,3.0,39.6,41.918152866242046,42.13280254777071,57.065923566878986,6.9,8.519745222929936,6.270700636942675,11.279617834394902,2.745636942675159,47.5952229299363,7.3550955414012735,15.418649517684887,33.735987261146505,-0.3783757961783439,170.93630573248407,59.06178343949045,,,,,0.0,45.9,,,0.0,,,,,0.0,0.11,0.062,,,,,,,,,,0.048,3,314.0,1.0,-2.3000000000000043,-7.0,-8.0,-62.9,,,,
Nate Stanley,nate stanley,2020,Iowa,46565.0,82.0,87.6,69.8,6.6,2.0,7.3,9.5,2.7,58.7,5.0,17.5,41.3,-0.03,438.0,87.6,72.64082278481013,74.42927215189873,70.04034810126582,5.607041139240506,2.903006329113924,7.10632911392405,9.097863924050634,2.618053797468354,57.85625,5.04121835443038,15.765427215189874,41.61867088607595,0.015126582278481,416.4794303797468,91.35712025316457,52.6,40.3,4.5,17.5,74.2,91.7,63.3,71.0,13.9,50.0,39.1,15.3,54.8,79.4,0.232,0.25775,76.0,235.0,4.81,28.5,108.0,7.26,4.48,,28.601973684210527,-0.025749999999999967,4,1264.0,3.0,22.4,0.20000000000000018,-1.7999999999999998,1.8999999999999915,244.0,7.0,5.497168225293202,3.0
Garrett Smith,garrett smith,2018,UL Monroe,46568.0,54.3,51.9,70.7,1.6,5.9,9.7,8.4,2.33,58.3,6.2,19.0,44.6,0.32,65.0,98.0,68.50773993808049,67.22151702786377,68.68962848297214,4.385448916408668,4.990092879256967,6.724148606811144,8.384210526315789,2.4090866873065013,57.15464396284829,5.911455108359133,18.015325077399385,40.51842105263157,-0.058266253869969,300.3374613003096,80.41718266253869,66.7,54.8,4.5,19.0,72.1,55.4,78.3,68.3,6.7,25.0,0.0,11.5,57.9,78.6,0.573,0.3226666666666666,,,,,,,,,,0.25033333333333335,3,646.0,2.0,-18.299999999999997,2.6999999999999993,0.20000000000000018,2.1000000000000085,,,,
Mason Rudolph,mason rudolph,2018,Oklahoma State,46569.0,86.9,88.3,73.7,5.5,3.6,10.0,12.1,2.57,65.1,4.5,19.5,51.0,0.35,529.0,115.6,88.98109944410132,89.25281037677578,71.81105620753551,6.908956145768993,3.496849907350216,9.354231006794317,11.58888202594194,2.541432983323039,63.0295243977764,5.699505867819642,21.296417541692403,47.97881408276714,0.2378072884496603,482.5367510809141,107.19796170475604,65.4,74.6,5.3,19.5,75.4,87.3,70.9,81.4,18.4,51.1,25.3,19.0,66.5,85.3,0.516,0.4225,77.0,235.0,4.9,26.0,,,,,27.86388935739585,0.09350000000000003,4,1619.0,3.0,-4.8999999999999915,0.9000000000000004,0.8999999999999999,2.0,76.0,3.0,4.330733340286331,1.0
Philip Nelson,philip nelson,2017,East Carolina,46574.0,76.7,77.5,77.7,4.1,2.9,7.5,7.0,2.31,67.4,4.8,20.0,45.4,0.04,392.0,95.1,76.7,77.5,77.7,4.1,2.9,7.5,7.0,2.31,67.4,4.8,20.0,45.4,0.04,392.0,95.1,65.5,75.0,1.0,20.0,80.1,74.7,76.7,71.5,12.0,47.6,23.1,14.2,60.3,85.3,0.231,0.231,,,,,,,,,,0.0,1,392.0,1.0,,,,,,,,
Deonte Shorts,deonte shorts,2017,Southern,46575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.175,-0.3103333333333333,,,,,,,,,,0.1353333333333333,3,0.0,0.0,,,,,,,,
Austin Howard,austin howard,2017,Southern,46576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-0.01,,,,,,,,,,0.003,3,0.0,0.0,,,,,,,,
Darrel Colbert Jr.,darrel colbert jr,2017,SMU,46577.0,28.9,43.1,44.4,0.0,18.2,3.5,12.9,2.97,36.4,0.0,0.0,27.3,-0.59,11.0,8.9,63.025000000000006,53.225,62.25,6.825,9.125,7.774999999999999,15.525,3.4125,60.25,6.825,22.5,39.9,-0.1174999999999999,27.5,86.60000000000001,0.0,55.3,0.0,0.0,50.0,28.2,33.3,25.6,18.2,0.0,0.0,0.0,50.0,60.0,-0.333,0.0564999999999999,,,,,,,,,,-0.3894999999999999,2,44.0,0.0,-45.50000000000001,-5.699999999999999,12.1,-23.800000000000004,,,,
Alec Morris,alec morris,2017,Alabama;North Texas,46578.0,64.2,59.4,68.0,4.5,6.0,6.1,9.8,2.76,56.8,3.5,13.7,40.3,-0.16,201.0,75.2,64.18118811881189,59.41485148514851,68.15841584158416,4.477722772277228,5.97029702970297,6.099504950495049,9.731683168316833,2.748811881188119,57.01386138613861,3.482673267326733,13.7,40.59554455445544,-0.1578712871287129,200.009900990099,75.28168316831685,43.8,54.3,5.3,11.8,73.6,67.8,56.1,58.3,14.1,26.9,18.8,7.6,53.1,80.6,0.097,0.097,,,,,,,,,,0.0,2,202.0,1.0,3.8000000000000043,0.09999999999999964,6.0,-32.0,,,,
Ellis Knudson,ellis knudson,2017,Towson,46579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,,,,,,,,
Quinton Flowers,quinton flowers,2018,South Florida,46580.0,76.9,81.1,67.9,6.5,3.3,8.2,13.0,3.01,52.4,4.0,14.2,42.2,0.23,429.0,96.2,74.1089300758214,81.70033698399325,68.31971356360573,5.821145745577085,3.598062342038753,8.244818871103623,11.248525695029484,2.956318449873631,57.427295703454085,4.139679865206403,14.258129738837404,43.64313395113732,0.186899747262005,384.4490311710194,98.64414490311712,42.9,38.7,6.3,14.2,72.5,88.7,64.1,68.6,23.9,42.4,23.3,13.0,57.9,86.3,0.336,0.15775,70.0,214.0,4.63,,112.0,6.81,4.57,,30.70244897959184,0.17825000000000002,4,1187.0,3.0,-0.29999999999999716,-0.20000000000000107,0.5999999999999996,-0.09999999999999432,,,,
Justin Holman,justin holman,2017,UCF,46581.0,42.5,45.6,55.3,4.6,4.6,6.2,13.1,2.92,44.0,8.6,25.0,33.3,-0.14,105.0,66.6,58.77514723203769,59.79552414605418,66.19705535924618,3.143698468786808,5.141342756183746,6.670200235571261,10.783392226148411,2.655359246171967,53.02190812720848,5.647820965842167,16.186336866902238,42.83498233215548,-0.1030153121319199,357.22143698468784,72.18256772673733,40.0,28.1,7.9,25.0,59.0,55.4,50.0,44.6,22.6,31.6,19.0,8.4,42.1,69.2,0.014,0.109,,,,,,,,,,-0.095,3,849.0,2.0,-11.399999999999999,0.7000000000000002,-3.4000000000000004,-9.900000000000006,,,,
Nick Patti,nick patti,2017,UCF,46582.0,53.4,48.8,70.6,0.0,0.0,6.0,4.3,2.84,52.2,10.3,21.4,37.9,-0.32,29.0,70.4,49.73571428571428,49.71607142857143,67.96428571428571,0.0,1.6071428571428572,5.6625000000000005,4.621428571428572,2.6551785714285714,51.13928571428572,5.333928571428572,11.082142857142856,35.698214285714286,-0.1994642857142857,22.25,58.60357142857144,50.0,41.5,0.0,21.4,76.9,57.6,62.5,46.7,4.3,0.0,0.0,0.0,100.0,75.0,-0.03,0.1119999999999999,,,,,,,,,,-0.1419999999999999,3,56.0,0.0,4.799999999999997,2.9,0.0,20.599999999999994,,,,
Ross Comis,ross comis,2019,Massachusetts,46584.0,70.9,72.9,71.0,6.7,5.0,9.3,10.5,2.79,62.9,10.2,27.8,43.1,0.08,246.0,110.7,64.88858921161827,63.917842323651456,68.18257261410788,6.703112033195021,5.148547717842323,8.099585062240664,10.275726141078838,2.800995850622406,58.08817427385892,9.972406639004149,26.4155601659751,40.477593360995854,-0.0497510373443983,173.51452282157678,97.19896265560166,64.6,56.4,6.3,27.8,73.2,76.9,69.4,69.1,19.6,44.7,31.7,18.9,61.4,80.0,0.333,0.186,,,,,,,,,,0.14700000000000002,4,482.0,1.0,15.500000000000007,2.000000000000001,-0.7000000000000002,6.900000000000006,,,,
Deondre Francois,deondre francois,2020,Florida State;Hampton,46585.0,,,,,,,,,,,,,,,,67.72127659574468,70.67074468085106,66.41489361702128,4.45,4.186702127659575,7.509042553191489,10.336702127659574,2.492659574468085,57.75265957446808,7.452659574468085,21.15531914893617,40.46861702127659,-0.0468617021276595,432.6063829787234,85.52234042553191,,,,,,,,,,,,,,,0.417,0.263,,,,,,,,,,0.15399999999999997,4,940.0,2.0,,,,,,,,
Luke Falk,luke falk,2018,Washington State,46586.0,68.9,67.3,75.2,3.2,4.5,6.7,7.0,2.71,66.7,6.7,25.6,44.3,-0.04,601.0,94.2,76.7111013986014,75.55327797202797,76.88479020979021,4.294055944055944,3.7624125874125873,7.036844405594406,7.09777097902098,2.661201923076923,67.8902972027972,5.470935314685315,24.13409090909091,47.38260489510489,0.0849082167832167,626.3033216783217,99.24130244755246,67.8,52.4,6.3,25.6,76.8,73.8,73.2,79.7,13.6,41.1,17.9,11.3,54.3,82.8,0.196,0.27125,76.0,215.0,,26.5,103.0,,,,26.167763157894736,-0.07524999999999998,4,2288.0,4.0,-14.0,-0.2999999999999998,2.2,-2.799999999999997,199.0,6.0,5.293304824724492,2.0
Zack Greenlee,zack greenlee,2018,Fresno State;UTEP,46587.0,58.3,59.8,57.1,6.3,4.2,5.5,11.5,3.06,47.7,4.5,13.3,35.8,-0.26,179.0,56.7,58.21856866537718,58.62205029013539,59.00599613152805,4.812765957446808,3.4531914893617026,5.736750483558994,10.949516441005803,2.8663442940038686,48.02088974854933,5.029593810444875,16.64139264990329,35.58936170212766,-0.2266537717601547,151.2707930367505,68.92011605415861,43.3,28.9,10.6,13.3,61.2,74.9,55.2,62.1,26.8,32.5,20.5,9.8,75.0,60.3,-0.028,-0.0209999999999999,,,,,,,,,,-0.0070000000000001,4,517.0,2.0,-3.8000000000000043,-1.0999999999999996,-0.09999999999999964,-1.1000000000000014,,,,
Ryker Fyfe,ryker fyfe,2017,Nebraska,46588.0,58.5,61.3,64.4,1.9,2.7,5.6,8.1,2.59,48.0,7.3,16.7,37.3,-0.31,110.0,74.5,59.82265193370166,62.44033149171271,65.0828729281768,1.718232044198895,3.232044198895028,6.298342541436464,8.34696132596685,2.638121546961326,52.08839779005525,6.0834254143646405,14.685082872928175,43.66574585635359,-0.1227071823204419,87.40883977900552,76.78674033149171,64.3,44.8,4.1,16.7,64.5,69.0,81.8,68.7,16.0,56.3,5.6,12.3,37.5,69.2,-0.102,0.0993333333333333,,,,,,,,,,-0.2013333333333333,3,181.0,0.0,-6.299999999999997,-2.4000000000000004,-2.0999999999999996,-4.699999999999989,,,,
Tommy Armstrong Jr.,tommy armstrong jr,2017,Nebraska,46589.0,54.8,60.6,59.9,2.2,4.5,7.4,11.0,2.51,51.0,1.9,5.7,43.9,0.1,310.0,79.8,61.17252650176679,65.50273851590107,61.53242049469964,4.8784452296819785,5.078180212014134,7.57464664310954,11.56713780918728,2.7378621908127205,53.19037102473498,3.2787985865724383,8.929151943462896,43.44222614840989,0.0448498233215547,384.535335689046,82.01802120141342,47.7,51.9,6.3,5.7,65.4,57.6,66.0,58.4,16.9,26.0,9.1,9.0,51.5,70.3,0.328,0.2716666666666666,,,,,,,,,,0.0563333333333334,3,1132.0,3.0,-13.600000000000009,-0.09999999999999964,0.0,-3.700000000000003,,,,
Zach Lujan,zach lujan,2017,South Dakota State,46590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,0.2333333333333333,,,,,,,,,,-0.2853333333333333,3,0.0,0.0,,,,,,,,
Brett Kean,brett kean,2020,Charlotte;South Florida,46591.0,68.4,69.5,68.2,11.5,6.3,6.3,12.3,3.35,52.0,12.9,40.0,25.8,-0.52,31.0,58.7,58.58899082568807,58.37339449541284,64.24403669724771,5.239449541284404,4.479816513761468,5.16788990825688,10.247706422018348,2.5221100917431194,55.35045871559634,7.34770642201835,31.50550458715596,34.85504587155963,-0.281834862385321,29.972477064220183,71.86788990825687,0.0,29.4,9.1,40.0,75.0,86.5,75.0,91.6,20.0,60.0,60.0,21.8,40.0,75.0,0.158,0.16175,,,,,,,,,,-0.0037500000000000033,4,109.0,0.0,23.400000000000006,2.2,3.5999999999999996,16.6,,,,
Hunter Taylor,hunter taylor,2017,Stephen F. Austin,46592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,-0.2865,,,,,,,,,,0.8965,2,0.0,0.0,,,,,,,,
Nic Shimonek,nic shimonek,2018,Texas Tech,46594.0,81.3,81.4,77.3,5.4,3.4,8.0,7.7,2.58,66.5,5.2,17.5,47.3,0.12,537.0,104.9,79.55091514143095,79.43660565723793,77.06472545757072,5.165391014975042,3.5227953410981696,8.00332778702163,7.7216306156406,2.562063227953411,66.34193011647254,5.141430948419301,17.417195325542572,47.09234608985025,0.1115141430948419,486.2179700499168,106.10066555740433,67.7,55.2,4.2,17.5,79.8,89.3,76.9,74.0,11.0,55.6,30.2,19.4,68.1,77.5,0.313,0.3883333333333333,75.0,220.0,4.88,28.5,101.0,7.28,4.32,,27.49511111111111,-0.07533333333333331,3,601.0,1.0,16.200000000000003,0.0,-1.3000000000000003,1.3999999999999915,,,,
Ben Hicks,ben hicks,2020,Arkansas;SMU,46595.0,56.2,55.3,65.8,2.1,4.9,5.4,8.7,2.76,47.4,6.5,17.5,34.6,-0.24,153.0,62.8,61.95611510791367,62.599934597776326,66.77161543492478,3.8871157619359056,4.319424460431654,6.950817527795945,9.7107259646828,2.465519947678221,55.60647482014389,5.080902550686723,17.430739045127535,39.96847612818837,-0.0236625245258338,431.6880313930674,83.9570961412688,58.6,47.1,3.3,17.5,68.2,62.6,68.4,63.9,12.4,35.3,14.3,10.1,45.7,81.3,0.039,0.17225,,,,,,,,,,-0.13324999999999998,4,1529.0,4.0,-12.099999999999994,-1.5,2.1000000000000005,-1.0,,,,
Cooper Bateman,cooper bateman,2017,Alabama,46596.0,68.4,63.6,85.7,0.0,0.0,8.5,0.7,2.23,85.7,0.0,,57.1,0.47,14.0,125.9,64.4661971830986,63.51971830985915,77.5112676056338,1.5253521126760563,2.809859154929577,6.091549295774648,3.991549295774648,2.3985915492957743,72.93521126760562,2.809859154929577,20.0,45.05774647887324,-0.1802816901408451,48.52112676056338,84.07323943661972,,,,,85.7,68.4,75.0,53.6,0.0,,,,66.7,66.7,0.587,0.352,,,,,,,,,,0.235,2,71.0,0.0,4.900000000000006,3.0,-3.5,10.200000000000003,,,,
Joel Lanning,joel lanning,2018,Iowa State,46597.0,51.1,73.8,75.0,0.0,0.0,11.8,8.3,1.65,75.0,0.0,,50.0,0.8,4.0,153.1,67.7280353200883,71.43509933774834,70.50883002207506,5.63598233995585,2.782119205298013,6.849227373068432,8.821192052980132,2.819072847682119,56.420529801324506,9.727152317880794,29.375946547884187,41.499779249448125,-0.0452317880794701,223.61368653421636,87.26710816777042,,,,,75.0,51.1,0.0,54.8,25.0,100.0,0.0,22.0,0.0,,,,,,,,,,,,,,3,453.0,2.0,-12.5,4.300000000000001,-2.7,2.5,,,,
Sean White,sean white,2017,Auburn,46598.0,72.8,71.8,73.9,4.1,4.0,8.0,8.7,2.47,63.0,6.3,22.4,44.5,0.05,238.0,96.1,73.20050377833753,72.96146095717883,72.97884130982368,4.3002518891687656,4.320403022670025,8.0,9.34080604534005,2.5501007556675064,60.5168765743073,6.3,21.278589420654917,43.69899244332494,0.0019395465994962,206.36020151133505,87.0486146095718,62.5,56.1,4.3,22.4,76.7,77.8,68.4,59.0,14.2,46.7,20.0,15.6,68.0,78.6,0.3,0.3229999999999999,,,,,,,,,,-0.02299999999999991,2,397.0,2.0,-1.0,0.0,-0.7999999999999998,2.3000000000000114,,,,
Anu Solomon,anu solomon,2018,Arizona;Baylor,46599.0,57.3,62.1,55.1,10.3,6.0,7.3,15.8,2.69,42.6,7.9,18.5,31.7,-0.26,63.0,77.1,74.64751958224544,72.68355091383812,67.83533507397736,4.924456048738033,2.591993037423847,7.22106179286336,10.433072236727588,2.603080939947781,57.51357702349869,6.351958224543082,23.04342906875544,45.07554395126196,0.018929503916449,475.01740644038296,90.13759791122716,42.9,51.7,10.7,18.5,60.0,61.7,58.3,65.7,31.5,41.2,30.0,12.2,20.0,75.0,0.016,0.12825,,,,,,,,,,-0.11225,4,1149.0,2.0,-7.200000000000003,0.0,0.40000000000000036,-9.300000000000004,,,,
Drew Hare,drew hare,2017,Northern Illinois,46600.0,85.3,73.8,78.2,6.8,0.0,7.2,7.9,2.65,62.7,4.5,12.0,43.9,0.06,66.0,101.3,79.1231182795699,77.33494623655913,71.24408602150537,5.581182795698925,2.2260752688172043,7.309139784946237,9.084677419354838,2.481666666666667,61.31290322580646,4.563978494623656,18.883333333333333,44.77526881720431,0.1063709677419354,319.3010752688172,98.01129032258066,58.8,64.0,0.0,12.0,86.8,90.6,59.1,67.5,15.3,44.4,33.3,14.9,80.0,81.3,0.32,0.319,,,,,,,,,,0.0010000000000000009,3,744.0,2.0,4.200000000000003,-0.39999999999999947,-3.9,6.400000000000006,,,,
Josh Allen,josh allen,2018,Wyoming,46601.0,66.3,66.6,66.5,6.1,4.9,6.7,11.6,3.08,56.1,7.0,17.1,40.0,-0.02,315.0,87.1,76.97583120204602,75.68657289002557,66.93158567774935,8.678900255754476,4.262915601023018,7.761636828644502,12.79168797953964,2.9955754475703325,55.7388746803069,6.282736572890026,16.162020460358058,43.751918158567776,0.0739769820971867,396.381074168798,89.74539641943733,52.6,38.9,8.8,17.1,72.7,83.5,62.3,45.9,17.0,39.1,26.5,9.6,61.8,78.0,0.22,0.274,77.0,237.0,4.75,33.5,119.0,6.9,4.4,,28.10102884128858,-0.05400000000000002,3,782.0,2.0,-18.299999999999997,-1.7999999999999998,1.0000000000000004,-0.5,7.0,1.0,1.9459101490553132,1.0
Zach Kline,zach kline,2017,Fresno State,46602.0,61.6,58.0,72.6,2.4,2.7,6.5,9.4,3.19,53.8,10.3,22.0,35.5,-0.21,107.0,63.4,61.6,58.0,72.6,2.4,2.7,6.5,9.4,3.19,53.8,10.3,22.0,35.5,-0.21,107.0,63.4,65.2,63.5,2.0,22.0,76.0,59.9,64.3,56.7,13.8,63.6,16.7,11.8,58.8,76.5,-0.005,-0.005,,,,,,,,,,0.0,1,107.0,0.0,,,,,,,,
Case Cookus,case cookus,2020,Northern Arizona,46603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.462,,,,,,,,,,-0.132,3,0.0,0.0,,,,,,,,
Manny Wilkins,manny wilkins,2019,Arizona State,46604.0,71.9,73.9,72.0,4.8,3.6,7.7,9.9,2.7,62.8,4.0,14.1,46.4,0.17,450.0,97.1,72.43120356612185,72.93655274888559,71.9037147102526,4.461961367013372,2.6786032689450225,7.7179791976225856,9.64294205052006,2.698826151560178,63.262555720653786,6.919019316493314,21.66597325408618,43.59153046062407,0.0560178306092124,452.5141158989599,93.75052005943536,61.6,47.8,7.9,14.1,74.5,80.4,70.5,74.3,18.3,41.7,21.8,12.1,53.4,82.4,0.332,0.261,,,,,,,,,,0.07100000000000001,4,1346.0,3.0,-10.199999999999989,-0.20000000000000018,1.9000000000000001,-0.4000000000000057,,,,
Blake Barnett,blake barnett,2020,Alabama;Arizona State;South Florida,46627.0,62.0,62.6,63.0,2.5,3.1,5.6,8.9,2.98,51.9,10.5,27.0,32.6,-0.25,95.0,75.4,75.27884972170688,77.57755102040817,70.29610389610389,5.043599257884972,3.165120593692022,7.501855287569573,11.160667903525049,2.6048051948051945,58.94081632653061,8.522820037105753,29.802621722846443,41.35473098330241,-0.0754174397031539,337.38589981447126,83.5595547309833,63.2,50.1,5.4,27.0,63.0,68.4,70.0,72.2,14.3,45.5,15.4,9.1,50.0,59.1,0.095,0.4009999999999999,,,,,,,,,,-0.30599999999999994,4,539.0,1.0,-16.799999999999997,-2.1000000000000005,-0.10000000000000009,-9.200000000000003,,,,
Mason Fine,mason fine,2020,North Texas,46629.0,78.6,77.3,70.5,4.9,3.4,7.5,9.1,2.48,61.7,5.8,18.8,44.3,0.09,451.0,99.0,76.77009750812569,76.11180931744312,73.4923076923077,5.069014084507042,3.9742145178764896,7.534452871072588,9.192849404117007,2.650774647887324,62.460780065005416,6.820530877573131,20.91890574214518,45.34479956663056,0.0614409534127843,481.0498374864572,95.4868364030336,63.4,77.0,2.7,17.4,72.7,76.0,61.6,67.1,13.6,41.1,20.3,13.6,55.0,80.2,0.32,0.26375,,,,,,,,,,0.05625000000000002,4,1846.0,4.0,-12.600000000000009,-0.5999999999999996,0.6000000000000001,-9.200000000000003,,,,
Max Browne,max browne,2018,Pittsburgh;USC,46632.0,75.9,75.9,77.9,3.6,3.9,7.4,8.5,2.6,71.1,8.6,27.7,47.0,-0.04,151.0,98.3,68.3154411764706,68.80735294117648,74.89485294117648,2.786029411764706,5.04375,6.6959558823529415,8.306617647058824,2.5655147058823533,66.91764705882352,6.986764705882353,21.64007352941176,43.36764705882353,-0.0955147058823529,122.78676470588236,88.40441176470588,53.6,42.5,8.2,27.7,84.5,90.1,72.3,62.1,14.8,35.0,23.8,9.6,70.0,86.0,0.293,0.1025,,,,,,,,,,0.1905,4,272.0,1.0,15.800000000000004,1.9000000000000004,-2.8000000000000003,5.0,,,,
Malik Zaire,malik zaire,2018,Florida;Notre Dame,46634.0,64.3,64.0,68.6,5.3,7.4,6.2,8.2,3.29,57.1,10.4,19.4,32.8,-0.17,67.0,68.2,74.55,72.26428571428572,68.95,5.121428571428571,3.28021978021978,7.421428571428572,10.211538461538462,3.005054945054945,57.80494505494506,7.111538461538463,20.186263736263733,43.92967032967032,0.1413186813186813,49.61538461538461,90.98956043956044,58.3,61.8,8.1,19.4,77.8,65.7,67.9,63.7,12.5,42.9,37.5,12.4,46.2,72.2,0.18,0.34175,,,,,,,,,,-0.16175,4,182.0,0.0,9.299999999999997,0.9000000000000004,7.4,9.499999999999993,,,,
Kenny Hill,kenny hill,2018,TCU;Texas A&M,46637.0,68.0,72.2,73.7,3.3,4.2,7.9,8.0,2.59,67.3,4.2,18.4,47.9,0.16,457.0,102.0,69.5256179775281,72.76883895131085,73.89895131086143,3.8568539325842695,3.991685393258426,7.710037453183521,9.07565543071161,2.687116104868914,64.34209737827715,4.509812734082398,19.46831460674157,47.84022471910112,0.1104569288389513,454.276404494382,95.3991011235955,48.4,40.2,4.6,17.5,78.5,76.5,70.9,71.8,13.5,38.9,18.3,12.5,59.2,79.2,0.365,0.319,,,,,,,,,,0.045999999999999985,3,1335.0,3.0,4.299999999999997,0.7000000000000002,-0.2999999999999998,2.0,,,,
Tyler Rogers,tyler rogers,2018,New Mexico State,46638.0,73.4,73.7,70.8,4.3,5.3,7.1,8.9,2.64,60.9,4.5,13.0,39.8,0.02,616.0,85.1,69.86972909305065,69.7449941107185,68.34958775029446,4.195170789163722,4.650058892815077,6.6905771495877495,9.038751472320376,2.5907420494699647,58.810482921083626,4.649352179034158,16.64334511189635,39.68504122497056,-0.071283863368669,491.1024734982332,78.97232037691401,64.4,64.5,5.8,13.0,73.4,76.0,62.0,73.7,15.0,42.4,18.9,12.3,59.1,79.1,0.228,0.1365,,,,,,,,,,0.0915,4,1698.0,4.0,-4.0,0.6999999999999993,2.1999999999999997,4.5,,,,
Brian O'Neill,brian oneill,2017,Pittsburgh,46854.0,55.4,84.5,,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,-0.76,2.0,39.6,55.4,84.5,,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,-0.76,2.0,39.6,,60.0,0.0,0.0,,60.0,,55.4,0.0,,,,,,,,,,,,,,,,,,1,2.0,0.0,,,,,,,,
Jeff Lindquist,jeff lindquist,2015,Washington,47029.0,71.7,69.7,48.1,6.7,0.0,5.5,16.6,2.8,31.0,3.0,14.3,24.2,-0.32,33.0,62.3,71.7,69.7,48.1,6.7,0.0,5.5,16.6,2.8,31.0,3.0,14.3,24.2,-0.32,33.0,62.3,0.0,40.7,0.0,14.3,56.5,80.2,47.4,59.2,,,,,,,,,,,,,,,,,,,1,33.0,0.0,,,,,,,,
